Sample ID,Max Probability
1,0.6344017
2,0.5657338
3,0.5918953
4,0.4946711
5,0.22824469
6,0.41694358
7,0.416724
8,0.83391833
9,0.27261868
10,0.5735833
11,0.299863
12,0.4773766
13,0.3479838
14,0.5008167
15,0.21692812
16,0.23209766
17,0.33892977
18,0.36680093
19,0.35447615
20,0.24171512
21,0.15894923
22,0.25704473
23,0.3022641
24,0.18415186
25,0.18048175
26,0.30832088
27,0.30583915
28,0.2991475
29,0.09584049
30,0.542777
31,0.3693777
32,0.294059
33,0.19617663
34,0.4178776
35,0.117489755
36,0.4546299
37,0.11939181
38,0.38595057
39,0.23582461
40,0.15904741
41,0.2984481
42,0.38271305
43,0.24056993
44,0.16792423
45,0.25591406
46,0.48773575
47,0.3964153
48,0.1374639
49,0.28738177
50,0.0871854
51,0.0556248
52,0.11654986
53,0.33086973
54,0.088753305
55,0.13853441
56,0.1833299
57,0.23165826
58,0.29637152
59,0.1426148
60,0.051698375
61,0.35667542
62,0.20326115
63,0.16855837
64,0.122900486
65,0.12218071
66,0.36145046
67,0.08919417
68,0.1407815
69,0.05861015
70,0.25771773
71,0.43341896
72,0.26942027
73,0.3301795
74,0.16038242
75,0.11801318
76,0.3619661
77,0.081373975
78,0.3281001
79,0.19447131
80,0.30967242
81,0.18662372
82,0.8035463
83,0.8290089
84,0.5817946
85,0.84555846
86,0.5525177
87,0.70083797
88,0.5399437
89,0.19556059
90,0.14722286
91,0.3890912
92,0.2531209
93,0.45765013
94,0.2633232
95,0.521631
96,0.060035337
97,0.41970947
98,0.06982842
99,0.1998922
100,0.07307518
101,0.3208673
102,0.18519837
103,0.097169
104,0.228948
105,0.11584153
106,0.27855414
107,0.15823169
108,0.6462139
109,0.35529217
110,0.16257818
111,0.13303475
112,0.24244717
113,0.04518472
114,0.11115933
115,0.26991194
116,0.1133819
117,0.27007267
118,0.047569647
119,0.26282895
120,0.53195614
121,0.52666885
122,0.3654179
123,0.43202767
124,0.43716937
125,0.66594064
126,0.32465318
127,0.14843239
128,0.1726748
129,0.22631514
130,0.04274461
131,0.3554374
132,0.17057243
133,0.055371344
134,0.15540756
135,0.15205754
136,0.15149246
137,0.16273111
138,0.14551501
139,0.2234655
140,0.30928835
141,0.33749112
142,0.20016024
143,0.6058174
144,0.603956
145,0.2894272
146,0.24627727
147,0.5837441
148,0.08115745
149,0.052074913
150,0.59973013
151,0.230414
152,0.09129769
153,0.52627945
154,0.44830495
155,0.35908458
156,0.07737075
157,0.35099283
158,0.47475502
159,0.32629383
160,0.24160467
161,0.4478629
162,0.5676645
163,0.5588512
164,0.4690132
165,0.48599437
166,0.35385475
167,0.20190273
168,0.52230763
169,0.49974948
170,0.3005317
171,0.15894325
172,0.20243157
173,0.055537526
174,0.07755392
175,0.2936546
176,0.258024
177,0.22582638
178,0.49661842
179,0.17969568
180,0.15593745
181,0.13210699
182,0.11657701
183,0.38373533
184,0.18766016
185,0.10714422
186,0.14604585
187,0.063934565
188,0.5327003
189,0.09435464
190,0.3517527
191,0.2362871
192,0.24079517
193,0.24762404
194,0.16852093
195,0.060133234
196,0.09155849
197,0.21903113
198,0.06908301
199,0.52453506
200,0.043426756
201,0.10783548
202,0.07465884
203,0.42884237
204,0.046189178
205,0.53700036
206,0.11148031
207,0.19906871
208,0.05991196
209,0.1899005
210,0.0936036
211,0.25391987
212,0.059338488
213,0.23465934
214,0.12899019
215,0.22167407
216,0.4203707
217,0.051534455
218,0.18116997
219,0.24647757
220,0.07650834
221,0.15673594
222,0.43908936
223,0.09197259
224,0.2663927
225,0.06350262
226,0.3089875
227,0.5901545
228,0.07785388
229,0.5120026
230,0.047449067
231,0.19395344
232,0.123642534
233,0.11684898
234,0.083432905
235,0.16710982
236,0.18596888
237,0.21518967
238,0.103182055
239,0.300051
240,0.27177653
241,0.19287696
242,0.09082291
243,0.14488795
244,0.21908988
245,0.13123955
246,0.20209397
247,0.2646423
248,0.14198142
249,0.27912572
250,0.13469118
251,0.22328071
252,0.22624373
253,0.4510545
254,0.4595374
255,0.72921646
256,0.44513613
257,0.4353047
258,0.06705028
259,0.31425318
260,0.41291562
261,0.13545293
262,0.20741281
263,0.21968004
264,0.28770602
265,0.39764187
266,0.3072879
267,0.18553348
268,0.16812582
269,0.21435294
270,0.09318609
271,0.13739175
272,0.17991138
273,0.1411138
274,0.16219187
275,0.17644511
276,0.08919148
277,0.318363
278,0.083514914
279,0.08549249
280,0.05115008
281,0.2552536
282,0.097292975
283,0.04728957
284,0.09426305
285,0.07507619
286,0.08719449
287,0.20220816
288,0.112937644
289,0.32313937
290,0.23131737
291,0.3385226
292,0.084968105
293,0.20626795
294,0.16553652
295,0.45086494
296,0.298251
297,0.37797025
298,0.42717883
299,0.07352064
